"","cve","nombre","CVE","NOM_MUN"
"3868","14082","Sayula","14023","Zapotlán el Grande"
"3869","14082","Sayula","14079","Gómez Farías"
"3870","14082","Sayula","14086","Tapalpa"
"3871","14082","Sayula","14113","San Gabriel"
"3872","14083","Tala","14002","Acatlán de Juárez"
"3873","14083","Tala","14009","El Arenal"
"3874","14083","Tala","14077","San Martín Hidalgo"
"3875","14083","Tala","14095","Teuchitlán"
"3876","14083","Tala","14097","Tlajomulco de Zúñiga"
"3877","14083","Tala","14114","Villa Corona"
"3878","14083","Tala","14120","Zapopan"
"3879","14084","Talpa de Allende","14012","Atenguillo"
"3880","14084","Talpa de Allende","14020","Cabo Corrientes"
"3881","14084","Talpa de Allende","14028","Cuautla"
"3882","14084","Talpa de Allende","14058","Mascota"
"3883","14084","Talpa de Allende","14067","Puerto Vallarta"
"3884","14084","Talpa de Allende","14100","Tomatlán"
"3885","14085","Tamazula de Gordiano","14023","Zapotlán el Grande"
"3886","14085","Tamazula de Gordiano","14026","Concepción de Buenos Aires"
"3887","14085","Tamazula de Gordiano","14049","Jilotlán de los Dolores"
"3888","14085","Tamazula de Gordiano","14056","Santa María del Oro"
"3889","14085","Tamazula de Gordiano","14059","Mazamitla"
"3890","14085","Tamazula de Gordiano","14079","Gómez Farías"
"3891","14085","Tamazula de Gordiano","14087","Tecalitlán"
"3892","14085","Tamazula de Gordiano","14112","Valle de Juárez"
"3893","14085","Tamazula de Gordiano","14121","Zapotiltic"
"3894","14086","Tapalpa","14004","Amacueca"
"3895","14086","Tapalpa","14010","Atemajac de Brizuela"
"3896","14086","Tapalpa","14032","Chiquilistlán"
"3897","14086","Tapalpa","14082","Sayula"
"3898","14086","Tapalpa","14089","Techaluta de Montenegro"
"3899","14086","Tapalpa","14102","Tonaya"
"3900","14086","Tapalpa","14113","San Gabriel"
"3901","14087","Tecalitlán","14049","Jilotlán de los Dolores"
"3902","14087","Tecalitlán","14065","Pihuamo"
"3903","14087","Tecalitlán","14085","Tamazula de Gordiano"
"3904","14087","Tecalitlán","14108","Tuxpan"
"3905","14087","Tecalitlán","14121","Zapotiltic"
"3906","14087","Tecalitlán","16015","Coalcomán de Vázquez Pallares"
"3907","14087","Tecalitlán","16089","Tepalcatepec"
"3908","14088","Tecolotlán","14006","Ameca"
"3909","14088","Tecolotlán","14010","Atemajac de Brizuela"
"3910","14088","Tecolotlán","14011","Atengo"
"3911","14088","Tecolotlán","14024","Cocula"
"3912","14088","Tecolotlán","14032","Chiquilistlán"
"3913","14088","Tecolotlán","14052","Juchitlán"
"3914","14088","Tecolotlán","14062","Mixtlán"
"3915","14088","Tecolotlán","14077","San Martín Hidalgo"
"3916","14088","Tecolotlán","14090","Tenamaxtlán"
"3917","14089","Techaluta de Montenegro","14004","Amacueca"
"3918","14089","Techaluta de Montenegro","14010","Atemajac de Brizuela"
"3919","14089","Techaluta de Montenegro","14014","Atoyac"
"3920","14089","Techaluta de Montenegro","14086","Tapalpa"
"3921","14089","Techaluta de Montenegro","14119","Zacoalco de Torres"
"3922","14090","Tenamaxtlán","14011","Atengo"
"3923","14090","Tenamaxtlán","14017","Ayutla"
"3924","14090","Tenamaxtlán","14034","Ejutla"
"3925","14090","Tenamaxtlán","14052","Juchitlán"
"3926","14090","Tenamaxtlán","14088","Tecolotlán"
"3927","14090","Tenamaxtlán","14110","Unión de Tula"
"3928","14091","Teocaltiche","01001","Aguascalientes"
"3929","14091","Teocaltiche","14035","Encarnación de Díaz"
"3930","14091","Teocaltiche","14046","Jalostotitlán"
"3931","14091","Teocaltiche","14060","Mexticacán"
"3932","14091","Teocaltiche","14073","San Juan de los Lagos"
"3933","14091","Teocaltiche","14116","Villa Hidalgo"
"3934","14091","Teocaltiche","14117","Cañadas de Obregón"
"3935","14091","Teocaltiche","32034","Nochistlán de Mejía"
"3936","14091","Teocaltiche","32019","Jalpa"
"3937","14091","Teocaltiche","32018","Huanusco"
"3938","14091","Teocaltiche","32002","Apulco"
"3939","14092","Teocuitatlán de Corona","14014","Atoyac"
"3940","14092","Teocuitatlán de Corona","14026","Concepción de Buenos Aires"
"3941","14092","Teocuitatlán de Corona","14050","Jocotepec"
"3942","14092","Teocuitatlán de Corona","14107","Tuxcueca"
"3943","14092","Teocuitatlán de Corona","14119","Zacoalco de Torres"
"3944","14093","Tepatitlán de Morelos","14001","Acatic"
"3945","14093","Tepatitlán de Morelos","14008","Arandas"
"3946","14093","Tepatitlán de Morelos","14013","Atotonilco el Alto"
"3947","14093","Tepatitlán de Morelos","14029","Cuquío"
"3948","14093","Tepatitlán de Morelos","14078","San Miguel el Alto"
"3949","14093","Tepatitlán de Morelos","14105","Tototlán"
"3950","14093","Tepatitlán de Morelos","14111","Valle de Guadalupe"
"3951","14093","Tepatitlán de Morelos","14118","Yahualica de González Gallo"
"3952","14093","Tepatitlán de Morelos","14124","Zapotlanejo"
"3953","14093","Tepatitlán de Morelos","14125","San Ignacio Cerro Gordo"
"3954","14094","Tequila","14003","Ahualulco de Mercado"
"3955","14094","Tequila","14005","Amatitán"
"3956","14094","Tequila","14007","San Juanito de Escobedo"
"3957","14094","Tequila","14040","Hostotipaquillo"
"3958","14094","Tequila","14055","Magdalena"
"3959","14094","Tequila","14071","San Cristóbal de la Barranca"
"3960","14094","Tequila","14076","San Martín de Bolaños"
"3961","14094","Tequila","14120","Zapopan"
"3962","14094","Tequila","18019","La Yesca"
"3963","14094","Tequila","32047","Teúl de González Ortega"
"3964","14094","Tequila","32011","Trinidad García de la Cadena"
"3965","14094","Tequila","32004","Benito Juárez"
"3966","14095","Teuchitlán","14003","Ahualulco de Mercado"
"3967","14095","Teuchitlán","14005","Amatitán"
"3968","14095","Teuchitlán","14006","Ameca"
"3969","14095","Teuchitlán","14009","El Arenal"
"3970","14095","Teuchitlán","14077","San Martín Hidalgo"
"3971","14095","Teuchitlán","14083","Tala"
"3972","14096","Tizapán el Alto","14030","Chapala"
"3973","14096","Tizapán el Alto","14057","La Manzanilla de la Paz"
"3974","14096","Tizapán el Alto","14066","Poncitlán"
"3975","14096","Tizapán el Alto","14107","Tuxcueca"
"3976","14096","Tizapán el Alto","16051","Marcos Castellanos"
"3977","14096","Tizapán el Alto","16074","Cojumatlán de Régules"
"3978","14097","Tlajomulco de Zúñiga","14002","Acatlán de Juárez"
"3979","14097","Tlajomulco de Zúñiga","14044","Ixtlahuacán de los Membrillos"
"3980","14097","Tlajomulco de Zúñiga","14050","Jocotepec"
"3981","14097","Tlajomulco de Zúñiga","14051","Juanacatlán"
"3982","14097","Tlajomulco de Zúñiga","14070","El Salto"
"3983","14097","Tlajomulco de Zúñiga","14083","Tala"
"3984","14097","Tlajomulco de Zúñiga","14098","San Pedro Tlaquepaque"
"3985","14097","Tlajomulco de Zúñiga","14120","Zapopan"
"3986","14098","San Pedro Tlaquepaque","14039","Guadalajara"
"3987","14098","San Pedro Tlaquepaque","14070","El Salto"
"3988","14098","San Pedro Tlaquepaque","14097","Tlajomulco de Zúñiga"
"3989","14098","San Pedro Tlaquepaque","14101","Tonalá"
"3990","14098","San Pedro Tlaquepaque","14120","Zapopan"
"3991","14099","Tolimán","06003","Comala"
"3992","14099","Tolimán","06008","Minatitlán"
"3993","14099","Tolimán","14027","Cuautitlán de García Barragán"
"3994","14099","Tolimán","14106","Tuxcacuesco"
"3995","14099","Tolimán","14113","San Gabriel"
"3996","14099","Tolimán","14122","Zapotitlán de Vadillo"
"3997","14100","Tomatlán","14017","Ayutla"
"3998","14100","Tomatlán","14020","Cabo Corrientes"
"3999","14100","Tomatlán","14028","Cuautla"
"4000","14100","Tomatlán","14043","La Huerta"
"4001","14100","Tomatlán","14068","Villa Purificación"
"4002","14100","Tomatlán","14084","Talpa de Allende"
"4003","14101","Tonalá","14039","Guadalajara"
"4004","14101","Tonalá","14051","Juanacatlán"
"4005","14101","Tonalá","14070","El Salto"
"4006","14101","Tonalá","14098","San Pedro Tlaquepaque"
"4007","14101","Tonalá","14124","Zapotlanejo"
"4008","14102","Tonaya","14032","Chiquilistlán"
"4009","14102","Tonaya","14034","Ejutla"
"4010","14102","Tonaya","14054","El Limón"
"4011","14102","Tonaya","14086","Tapalpa"
"4012","14102","Tonaya","14106","Tuxcacuesco"
"4013","14102","Tonaya","14113","San Gabriel"
"4014","14103","Tonila","06003","Comala"
"4015","14103","Tonila","06005","Cuauhtémoc"
"4016","14103","Tonila","14108","Tuxpan"
"4017","14103","Tonila","14122","Zapotitlán de Vadillo"
"4018","14104","Totatiche","14025","Colotlán"
"4019","14104","Totatiche","14031","Chimaltitán"
"4020","14104","Totatiche","14115","Villa Guerrero"
"4021","14104","Totatiche","32048","Tlaltenango de Sánchez Román"
"4022","14104","Totatiche","32030","Momax"
"4023","14104","Totatiche","32003","Atolinga"
"4024","14104","Totatiche","32031","Monte Escobedo"
"4025","14105","Tototlán","14013","Atotonilco el Alto"
"4026","14105","Tototlán","14063","Ocotlán"
"4027","14105","Tototlán","14093","Tepatitlán de Morelos"
"4028","14105","Tototlán","14123","Zapotlán del Rey"
"4029","14105","Tototlán","14124","Zapotlanejo"
"4030","14106","Tuxcacuesco","14015","Autlán de Navarro"
"4031","14106","Tuxcacuesco","14027","Cuautitlán de García Barragán"
"4032","14106","Tuxcacuesco","14037","El Grullo"
"4033","14106","Tuxcacuesco","14054","El Limón"
"4034","14106","Tuxcacuesco","14099","Tolimán"
"4035","14106","Tuxcacuesco","14102","Tonaya"
"4036","14106","Tuxcacuesco","14113","San Gabriel"
"4037","14107","Tuxcueca","14026","Concepción de Buenos Aires"
"4038","14107","Tuxcueca","14030","Chapala"
"4039","14107","Tuxcueca","14050","Jocotepec"
"4040","14107","Tuxcueca","14057","La Manzanilla de la Paz"
"4041","14107","Tuxcueca","14092","Teocuitatlán de Corona"
"4042","14107","Tuxcueca","14096","Tizapán el Alto"
"4043","14108","Tuxpan","06003","Comala"
"4044","14108","Tuxpan","06005","Cuauhtémoc"
"4045","14108","Tuxpan","14023","Zapotlán el Grande"
"4046","14108","Tuxpan","14065","Pihuamo"
"4047","14108","Tuxpan","14087","Tecalitlán"
"4048","14108","Tuxpan","14103","Tonila"
"4049","14108","Tuxpan","14113","San Gabriel"
"4050","14108","Tuxpan","14121","Zapotiltic"
"4051","14108","Tuxpan","14122","Zapotitlán de Vadillo"
"4052","14109","Unión de San Antonio","11025","Purísima del Rincón"
"4053","14109","Unión de San Antonio","11020","León"
"4054","14109","Unión de San Antonio","14053","Lagos de Moreno"
"4055","14109","Unión de San Antonio","14072","San Diego de Alejandría"
"4056","14109","Unión de San Antonio","14073","San Juan de los Lagos"
"4057","14109","Unión de San Antonio","14074","San Julián"
"4058","14110","Unión de Tula","14015","Autlán de Navarro"
"4059","14110","Unión de Tula","14017","Ayutla"
"4060","14110","Unión de Tula","14034","Ejutla"
"4061","14110","Unión de Tula","14037","El Grullo"
"4062","14110","Unión de Tula","14090","Tenamaxtlán"
"4063","14111","Valle de Guadalupe","14046","Jalostotitlán"
"4064","14111","Valle de Guadalupe","14078","San Miguel el Alto"
"4065","14111","Valle de Guadalupe","14093","Tepatitlán de Morelos"
"4066","14111","Valle de Guadalupe","14117","Cañadas de Obregón"
"4067","14111","Valle de Guadalupe","14118","Yahualica de González Gallo"
"4068","14112","Valle de Juárez","14056","Santa María del Oro"
"4069","14112","Valle de Juárez","14059","Mazamitla"
"4070","14112","Valle de Juárez","14069","Quitupan"
"4071","14112","Valle de Juárez","14085","Tamazula de Gordiano"
"4072","14112","Valle de Juárez","16051","Marcos Castellanos"
"4073","14113","San Gabriel","14023","Zapotlán el Grande"
"4074","14113","San Gabriel","14082","Sayula"
"4075","14113","San Gabriel","14086","Tapalpa"
"4076","14113","San Gabriel","14099","Tolimán"
"4077","14113","San Gabriel","14102","Tonaya"
"4078","14113","San Gabriel","14106","Tuxcacuesco"
"4079","14113","San Gabriel","14108","Tuxpan"
"4080","14113","San Gabriel","14122","Zapotitlán de Vadillo"
"4081","14114","Villa Corona","14002","Acatlán de Juárez"
"4082","14114","Villa Corona","14010","Atemajac de Brizuela"
"4083","14114","Villa Corona","14024","Cocula"
"4084","14114","Villa Corona","14077","San Martín Hidalgo"
"4085","14114","Villa Corona","14083","Tala"
"4086","14114","Villa Corona","14119","Zacoalco de Torres"
"4087","14115","Villa Guerrero","14019","Bolaños"
"4088","14115","Villa Guerrero","14031","Chimaltitán"
"4089","14115","Villa Guerrero","14061","Mezquitic"
"4090","14115","Villa Guerrero","14104","Totatiche"
"4091","14115","Villa Guerrero","32031","Monte Escobedo"
"4092","14116","Villa Hidalgo","01001","Aguascalientes"
"4093","14116","Villa Hidalgo","01003","Calvillo"
"4094","14116","Villa Hidalgo","14091","Teocaltiche"
"4095","14116","Villa Hidalgo","32018","Huanusco"
"4096","14117","Cañadas de Obregón","14046","Jalostotitlán"
"4097","14117","Cañadas de Obregón","14060","Mexticacán"
"4098","14117","Cañadas de Obregón","14091","Teocaltiche"
"4099","14117","Cañadas de Obregón","14111","Valle de Guadalupe"
"4100","14117","Cañadas de Obregón","14118","Yahualica de González Gallo"
"4101","14118","Yahualica de González Gallo","14029","Cuquío"
"4102","14118","Yahualica de González Gallo","14060","Mexticacán"
"4103","14118","Yahualica de González Gallo","14093","Tepatitlán de Morelos"
"4104","14118","Yahualica de González Gallo","14111","Valle de Guadalupe"
"4105","14118","Yahualica de González Gallo","14117","Cañadas de Obregón"
"4106","14118","Yahualica de González Gallo","32034","Nochistlán de Mejía"
"4107","14118","Yahualica de González Gallo","32033","Moyahua de Estrada"
"4108","14119","Zacoalco de Torres","14002","Acatlán de Juárez"
"4109","14119","Zacoalco de Torres","14010","Atemajac de Brizuela"
"4110","14119","Zacoalco de Torres","14014","Atoyac"
"4111","14119","Zacoalco de Torres","14050","Jocotepec"
"4112","14119","Zacoalco de Torres","14089","Techaluta de Montenegro"
"4113","14119","Zacoalco de Torres","14092","Teocuitatlán de Corona"
"4114","14119","Zacoalco de Torres","14114","Villa Corona"
"4115","14120","Zapopan","14005","Amatitán"
"4116","14120","Zapopan","14009","El Arenal"
"4117","14120","Zapopan","14039","Guadalajara"
"4118","14120","Zapopan","14045","Ixtlahuacán del Río"
"4119","14120","Zapopan","14071","San Cristóbal de la Barranca"
"4120","14120","Zapopan","14083","Tala"
"4121","14120","Zapopan","14094","Tequila"
"4122","14120","Zapopan","14097","Tlajomulco de Zúñiga"
"4123","14120","Zapopan","14098","San Pedro Tlaquepaque"
"4124","14121","Zapotiltic","14023","Zapotlán el Grande"
"4125","14121","Zapotiltic","14085","Tamazula de Gordiano"
"4126","14121","Zapotiltic","14087","Tecalitlán"
"4127","14121","Zapotiltic","14108","Tuxpan"
"4128","14122","Zapotitlán de Vadillo","06003","Comala"
"4129","14122","Zapotitlán de Vadillo","14099","Tolimán"
"4130","14122","Zapotitlán de Vadillo","14103","Tonila"
"4131","14122","Zapotitlán de Vadillo","14108","Tuxpan"
"4132","14122","Zapotitlán de Vadillo","14113","San Gabriel"
"4133","14123","Zapotlán del Rey","14030","Chapala"
"4134","14123","Zapotlán del Rey","14051","Juanacatlán"
"4135","14123","Zapotlán del Rey","14063","Ocotlán"
"4136","14123","Zapotlán del Rey","14066","Poncitlán"
"4137","14123","Zapotlán del Rey","14105","Tototlán"
"4138","14123","Zapotlán del Rey","14124","Zapotlanejo"
"4139","14124","Zapotlanejo","14001","Acatic"
"4140","14124","Zapotlanejo","14029","Cuquío"
"4141","14124","Zapotlanejo","14039","Guadalajara"
"4142","14124","Zapotlanejo","14045","Ixtlahuacán del Río"
"4143","14124","Zapotlanejo","14051","Juanacatlán"
"4144","14124","Zapotlanejo","14093","Tepatitlán de Morelos"
"4145","14124","Zapotlanejo","14101","Tonalá"
"4146","14124","Zapotlanejo","14105","Tototlán"
"4147","14124","Zapotlanejo","14123","Zapotlán del Rey"
"4148","14125","San Ignacio Cerro Gordo","14008","Arandas"
"4149","14125","San Ignacio Cerro Gordo","14078","San Miguel el Alto"
"4150","14125","San Ignacio Cerro Gordo","14093","Tepatitlán de Morelos"
"4151","15002","Acolman","15011","Atenco"
"4152","15002","Acolman","15028","Chiautla"
"4153","15002","Acolman","15033","Ecatepec de Morelos"
"4154","15002","Acolman","15081","Tecámac"
"4155","15002","Acolman","15092","Teotihuacán"
"4156","15002","Acolman","15093","Tepetlaoxtoc"
"4157","15002","Acolman","15100","Tezoyuca"
"4158","15009","Amecameca","15015","Atlautla"
"4159","15009","Amecameca","15017","Ayapango"
"4160","15009","Amecameca","15068","Ozumba"
"4161","15009","Amecameca","15103","Tlalmanalco"
"4162","15009","Amecameca","21074","Huejotzingo"
"4163","15009","Amecameca","21138","San Nicolás de los Ranchos"
"4164","15010","Apaxco","13013","Atotonilco de Tula"
"4165","15010","Apaxco","13005","Ajacuba"
"4166","15010","Apaxco","15036","Hueypoxtla"
"4167","15010","Apaxco","15096","Tequixquiac"
"4168","15011","Atenco","15002","Acolman"
"4169","15011","Atenco","15028","Chiautla"
"4170","15011","Atenco","15030","Chiconcuac"
"4171","15011","Atenco","15033","Ecatepec de Morelos"
"4172","15011","Atenco","15099","Texcoco"
"4173","15011","Atenco","15100","Tezoyuca"
"4174","15013","Atizapán de Zaragoza","15038","Isidro Fabela"
"4175","15013","Atizapán de Zaragoza","15046","Jilotzingo"
"4176","15013","Atizapán de Zaragoza","15060","Nicolás Romero"
"4177","15013","Atizapán de Zaragoza","15057","Naucalpan de Juárez"
"4178","15013","Atizapán de Zaragoza","15104","Tlalnepantla de Baz"
"4179","15013","Atizapán de Zaragoza","15121","Cuautitlán Izcalli"
"4180","15015","Atlautla","15009","Amecameca"
"4181","15015","Atlautla","15034","Ecatzingo"
"4182","15015","Atlautla","15068","Ozumba"
"4183","15015","Atlautla","17022","Tetela del Volcán"
"4184","15015","Atlautla","17030","Yecapixtla"
"4185","15015","Atlautla","21138","San Nicolás de los Ranchos"
"4186","15015","Atlautla","21188","Tochimilco"
"4187","15016","Axapusco","13072","Tlanalapa"
"4188","15016","Axapusco","13021","Emiliano Zapata"
"4189","15016","Axapusco","13061","Tepeapulco"
"4190","15016","Axapusco","13083","Zempoala"
"4191","15016","Axapusco","13066","Villa de Tezontepec"
"4192","15016","Axapusco","15061","Nopaltepec"
"4193","15016","Axapusco","15065","Otumba"
"4194","15016","Axapusco","15075","San Martín de las Pirámides"
"4195","15016","Axapusco","15084","Temascalapa"
"4196","15017","Ayapango","15009","Amecameca"
"4197","15017","Ayapango","15050","Juchitepec"
"4198","15017","Ayapango","15068","Ozumba"
"4199","15017","Ayapango","15089","Tenango del Aire"
"4200","15017","Ayapango","15094","Tepetlixpa"
"4201","15017","Ayapango","15103","Tlalmanalco"
"4202","15020","Coacalco de Berriozábal","09005","Gustavo A. Madero"
"4203","15020","Coacalco de Berriozábal","15033","Ecatepec de Morelos"
"4204","15020","Coacalco de Berriozábal","15108","Tultepec"
"4205","15020","Coacalco de Berriozábal","15109","Tultitlán"
"4206","15022","Cocotitlán","15025","Chalco"
"4207","15022","Cocotitlán","15083","Temamatla"
"4208","15022","Cocotitlán","15103","Tlalmanalco"
"4209","15023","Coyotepec","15095","Tepotzotlán"
"4210","15023","Coyotepec","15035","Huehuetoca"
"4211","15023","Coyotepec","15091","Teoloyucan"
"4212","15023","Coyotepec","15120","Zumpango"
"4213","15024","Cuautitlán","15095","Tepotzotlán"
"4214","15024","Cuautitlán","15053","Melchor Ocampo"
"4215","15024","Cuautitlán","15059","Nextlalpan"
"4216","15024","Cuautitlán","15091","Teoloyucan"
"4217","15024","Cuautitlán","15108","Tultepec"
"4218","15024","Cuautitlán","15120","Zumpango"
"4219","15024","Cuautitlán","15121","Cuautitlán Izcalli"
"4220","15024","Cuautitlán","15109","Tultitlán"
"4221","15025","Chalco","15022","Cocotitlán"
"4222","15025","Chalco","15039","Ixtapaluca"
"4223","15025","Chalco","15050","Juchitepec"
"4224","15025","Chalco","15083","Temamatla"
"4225","15025","Chalco","15089","Tenango del Aire"
"4226","15025","Chalco","15103","Tlalmanalco"
"4227","15025","Chalco","15122","Valle de Chalco Solidaridad"
"4228","15025","Chalco","09011","Tláhuac"
"4229","15025","Chalco","09009","Milpa Alta"
"4230","15028","Chiautla","15002","Acolman"
"4231","15028","Chiautla","15011","Atenco"
"4232","15028","Chiautla","15030","Chiconcuac"
"4233","15028","Chiautla","15069","Papalotla"
"4234","15028","Chiautla","15093","Tepetlaoxtoc"
"4235","15028","Chiautla","15099","Texcoco"
"4236","15028","Chiautla","15100","Tezoyuca"
"4237","15029","Chicoloapan","15031","Chimalhuacán"
"4238","15029","Chicoloapan","15039","Ixtapaluca"
"4239","15029","Chicoloapan","15070","La Paz"
"4240","15029","Chicoloapan","15099","Texcoco"
"4241","15030","Chiconcuac","15011","Atenco"
"4242","15030","Chiconcuac","15028","Chiautla"
"4243","15030","Chiconcuac","15099","Texcoco"
"4244","15031","Chimalhuacán","15029","Chicoloapan"
"4245","15031","Chimalhuacán","15058","Nezahualcóyotl"
"4246","15031","Chimalhuacán","15070","La Paz"
"4247","15031","Chimalhuacán","15099","Texcoco"
"4248","15033","Ecatepec de Morelos","09005","Gustavo A. Madero"
"4249","15033","Ecatepec de Morelos","15002","Acolman"
"4250","15033","Ecatepec de Morelos","15011","Atenco"
"4251","15033","Ecatepec de Morelos","15020","Coacalco de Berriozábal"
"4252","15033","Ecatepec de Morelos","15044","Jaltenco"
"4253","15033","Ecatepec de Morelos","15058","Nezahualcóyotl"
"4254","15033","Ecatepec de Morelos","15081","Tecámac"
"4255","15033","Ecatepec de Morelos","15099","Texcoco"
"4256","15033","Ecatepec de Morelos","15104","Tlalnepantla de Baz"
"4257","15033","Ecatepec de Morelos","15125","Tonanitla"
"4258","15033","Ecatepec de Morelos","15109","Tultitlán"
"4259","15034","Ecatzingo","15015","Atlautla"
"4260","15034","Ecatzingo","17016","Ocuituco"
"4261","15034","Ecatzingo","17022","Tetela del Volcán"
"4262","15034","Ecatzingo","17030","Yecapixtla"
"4263","15035","Huehuetoca","15095","Tepotzotlán"
"4264","15035","Huehuetoca","13063","Tepeji del Río de Ocampo"
"4265","15035","Huehuetoca","13013","Atotonilco de Tula"
"4266","15035","Huehuetoca","15023","Coyotepec"
"4267","15035","Huehuetoca","15096","Tequixquiac"
"4268","15035","Huehuetoca","15120","Zumpango"
"4269","15036","Hueypoxtla","13069","Tizayuca"
"4270","15036","Hueypoxtla","13075","Tolcayuca"
"4271","15036","Hueypoxtla","13052","San Agustín Tlaxiaca"
"4272","15036","Hueypoxtla","13005","Ajacuba"
"4273","15036","Hueypoxtla","15010","Apaxco"
"4274","15036","Hueypoxtla","15096","Tequixquiac"
"4275","15036","Hueypoxtla","15120","Zumpango"
"4276","15037","Huixquilucan","15051","Lerma"
"4277","15037","Huixquilucan","15062","Ocoyoacac"
"4278","15037","Huixquilucan","09016","Miguel Hidalgo"
"4279","15037","Huixquilucan","15057","Naucalpan de Juárez"
"4280","15037","Huixquilucan","09004","Cuajimalpa de Morelos"
"4281","15039","Ixtapaluca","15025","Chalco"
"4282","15039","Ixtapaluca","15029","Chicoloapan"
"4283","15039","Ixtapaluca","15070","La Paz"
"4284","15039","Ixtapaluca","15099","Texcoco"
"4285","15039","Ixtapaluca","15103","Tlalmanalco"
"4286","15039","Ixtapaluca","15122","Valle de Chalco Solidaridad"
"4287","15039","Ixtapaluca","21180","Tlahuapan"
"4288","15044","Jaltenco","15033","Ecatepec de Morelos"
"4289","15044","Jaltenco","15059","Nextlalpan"
"4290","15044","Jaltenco","15081","Tecámac"
"4291","15044","Jaltenco","15120","Zumpango"
"4292","15044","Jaltenco","15125","Tonanitla"
"4293","15044","Jaltenco","15109","Tultitlán"
"4294","15050","Juchitepec","15017","Ayapango"
"4295","15050","Juchitepec","15025","Chalco"
"4296","15050","Juchitepec","15068","Ozumba"
"4297","15050","Juchitepec","15083","Temamatla"
"4298","15050","Juchitepec","15089","Tenango del Aire"
"4299","15050","Juchitepec","15094","Tepetlixpa"
"4300","15050","Juchitepec","17023","Tlalnepantla"
"4301","15050","Juchitepec","17027","Totolapan"
"4302","15050","Juchitepec","09009","Milpa Alta"
"4303","15053","Melchor Ocampo","15024","Cuautitlán"
"4304","15053","Melchor Ocampo","15059","Nextlalpan"
"4305","15053","Melchor Ocampo","15108","Tultepec"
"4306","15057","Naucalpan de Juárez","15046","Jilotzingo"
"4307","15057","Naucalpan de Juárez","15051","Lerma"
"4308","15057","Naucalpan de Juárez","15115","Xonacatlán"
"4309","15057","Naucalpan de Juárez","09002","Azcapotzalco"
"4310","15057","Naucalpan de Juárez","09016","Miguel Hidalgo"
"4311","15057","Naucalpan de Juárez","15013","Atizapán de Zaragoza"
"4312","15057","Naucalpan de Juárez","15037","Huixquilucan"
"4313","15057","Naucalpan de Juárez","15104","Tlalnepantla de Baz"
"4314","15058","Nezahualcóyotl","09005","Gustavo A. Madero"
"4315","15058","Nezahualcóyotl","09006","Iztacalco"
"4316","15058","Nezahualcóyotl","09017","Venustiano Carranza"
"4317","15058","Nezahualcóyotl","09007","Iztapalapa"
"4318","15058","Nezahualcóyotl","15031","Chimalhuacán"
"4319","15058","Nezahualcóyotl","15033","Ecatepec de Morelos"
"4320","15058","Nezahualcóyotl","15070","La Paz"
"4321","15058","Nezahualcóyotl","15099","Texcoco"
"4322","15059","Nextlalpan","15024","Cuautitlán"
"4323","15059","Nextlalpan","15044","Jaltenco"
"4324","15059","Nextlalpan","15053","Melchor Ocampo"
"4325","15059","Nextlalpan","15081","Tecámac"
"4326","15059","Nextlalpan","15108","Tultepec"
"4327","15059","Nextlalpan","15120","Zumpango"
"4328","15059","Nextlalpan","15125","Tonanitla"
"4329","15059","Nextlalpan","15109","Tultitlán"
"4330","15061","Nopaltepec","13072","Tlanalapa"
"4331","15061","Nopaltepec","13083","Zempoala"
"4332","15061","Nopaltepec","15016","Axapusco"
"4333","15065","Otumba","13021","Emiliano Zapata"
"4334","15065","Otumba","15016","Axapusco"
"4335","15065","Otumba","15075","San Martín de las Pirámides"
"4336","15065","Otumba","15092","Teotihuacán"
"4337","15065","Otumba","15093","Tepetlaoxtoc"
"4338","15065","Otumba","29006","Calpulalpan"
"4339","15068","Ozumba","15009","Amecameca"
"4340","15068","Ozumba","15015","Atlautla"
"4341","15068","Ozumba","15017","Ayapango"
"4342","15068","Ozumba","15050","Juchitepec"
"4343","15068","Ozumba","15094","Tepetlixpa"
"4344","15068","Ozumba","17002","Atlatlahucan"
"4345","15068","Ozumba","17030","Yecapixtla"
"4346","15069","Papalotla","15028","Chiautla"
"4347","15069","Papalotla","15093","Tepetlaoxtoc"
"4348","15069","Papalotla","15099","Texcoco"
"4349","15070","La Paz","09007","Iztapalapa"
"4350","15070","La Paz","15029","Chicoloapan"
"4351","15070","La Paz","15031","Chimalhuacán"
"4352","15070","La Paz","15039","Ixtapaluca"
"4353","15070","La Paz","15058","Nezahualcóyotl"
"4354","15070","La Paz","15122","Valle de Chalco Solidaridad"
"4355","15075","San Martín de las Pirámides","15016","Axapusco"
"4356","15075","San Martín de las Pirámides","15065","Otumba"
"4357","15075","San Martín de las Pirámides","15084","Temascalapa"
"4358","15075","San Martín de las Pirámides","15092","Teotihuacán"
"4359","15075","San Martín de las Pirámides","15093","Tepetlaoxtoc"
"4360","15081","Tecámac","13069","Tizayuca"
"4361","15081","Tecámac","15002","Acolman"
"4362","15081","Tecámac","15033","Ecatepec de Morelos"
"4363","15081","Tecámac","15044","Jaltenco"
"4364","15081","Tecámac","15059","Nextlalpan"
"4365","15081","Tecámac","15084","Temascalapa"
"4366","15081","Tecámac","15092","Teotihuacán"
"4367","15081","Tecámac","15120","Zumpango"
"4368","15081","Tecámac","15125","Tonanitla"
"4369","15083","Temamatla","15022","Cocotitlán"
